,Unnamed: 0,Unnamed: 0.1,tags,rgbs,urls,r,g,b
59,91,91,car,117.37764648 134.44741211 150.06427734,https://farm5.staticflickr.com/4846/39957560563_094a957216_n.jpg,117.37764648,134.44741211,150.06427734
60,92,92,car,101.12402778  92.52144841  83.64775794,https://farm8.staticflickr.com/7831/46007977945_8891f28827_n.jpg,101.12402778,92.52144841,83.64775794
61,96,96,car,78.40253906 81.79268555 86.50862305,https://farm8.staticflickr.com/7840/46007932865_20ed034cde_n.jpg,78.40253906,81.79268555,86.50862305
62,97,97,car, 98.51675    111.84003125 121.43413542,https://farm8.staticflickr.com/7842/33046908668_245f95520d_n.jpg,98.51675,111.84003125,121.43413542
63,98,98,car, 96.63740111  92.70963212 100.3508307 ,https://farm8.staticflickr.com/7895/31981077107_6c3c2191d9_n.jpg,96.63740111,92.70963212,100.3508307
64,102,102,car,111.72506836 105.62466797  72.93529297,https://farm8.staticflickr.com/7802/46197178474_5120415dfe_n.jpg,111.72506836,105.62466797,72.93529297
65,103,103,car,118.70305664 135.31689453 155.90515625,https://farm5.staticflickr.com/4820/31980866947_b3524f90a7_n.jpg,118.70305664,135.31689453,155.90515625
66,111,111,car,143.80625977 142.97385742 139.65933594,https://farm8.staticflickr.com/7839/46007658185_b12ab4ba11_n.jpg,143.80625977,142.97385742,139.65933594
67,112,112,car,143.88268555 144.72445312 145.17706055,https://farm5.staticflickr.com/4825/46007657885_ab5d9a6412_n.jpg,143.88268555,144.72445312,145.17706055
68,113,113,car,64.59728516 62.21004883 53.57470703,https://farm5.staticflickr.com/4900/46007630045_6b91e27c5b_n.jpg,64.59728516,62.21004883,53.57470703
69,114,114,car, 99.95172852 118.67449219 112.63386719,https://farm5.staticflickr.com/4852/31980727297_b69a23e308_n.jpg,99.95172852,118.67449219,112.63386719
70,119,119,car,103.73969727 112.32512695 116.44634766,https://farm5.staticflickr.com/4827/33046498058_68b1cd5a6d_n.jpg,103.73969727,112.32512695,116.44634766
71,120,120,car,81.13282252 75.20558894 66.07309696,https://farm5.staticflickr.com/4821/46921868451_2d03908403_n.jpg,81.13282252,75.20558894,66.07309696
72,121,121,car,96.92411885 96.7982377  82.23359631,https://farm8.staticflickr.com/7908/46921871521_aa3d9659c9_n.jpg,96.92411885,96.7982377,82.23359631
73,122,122,car,101.57402038  87.74576803  76.11355799,https://farm5.staticflickr.com/4908/46921870691_4117c5b61c_n.jpg,101.57402038,87.74576803,76.11355799
74,126,126,car,156.58868164 159.87709961 155.72151367,https://farm8.staticflickr.com/7805/46007436765_72130efc0b_n.jpg,156.58868164,159.87709961,155.72151367
75,129,129,car,163.43866211 146.9109082  140.76222656,https://farm5.staticflickr.com/4855/46007421215_f234414232_n.jpg,163.43866211,146.9109082,140.76222656
76,130,130,car,150.61194336 150.51375    157.92782227,https://farm5.staticflickr.com/4878/46921773381_21e06d4674_n.jpg,150.61194336,150.51375,157.92782227
77,131,131,car, 92.57748047  96.56847656 111.30774414,https://farm8.staticflickr.com/7859/46921804871_0572899abf_n.jpg,92.57748047,96.56847656,111.30774414
78,138,138,car,126.55161133 139.90323242 123.23706055,https://farm5.staticflickr.com/4896/33046276068_ff8afa3d1f_n.jpg,126.55161133,139.90323242,123.23706055
79,141,141,car,111.32052837 138.3631065  176.17435238,https://farm8.staticflickr.com/7822/46869331702_af7f310f28_n.jpg,111.32052837,138.3631065,176.17435238
80,143,143,car,121.12362376  99.42006416  71.59614031,https://farm5.staticflickr.com/4842/46921486941_1aea7aeab5_n.jpg,121.12362376,99.42006416,71.59614031
81,149,149,car,143.09385742 128.40660156 122.78553711,https://farm8.staticflickr.com/7927/46921462101_064f41587f_n.jpg,143.09385742,128.40660156,122.78553711
82,154,154,car,176.84987305 171.67595703 167.32391602,https://farm5.staticflickr.com/4875/31980076397_c507d7c62d_n.jpg,176.84987305,171.67595703,167.32391602
83,155,155,car,67.80425781 61.9224707  70.47536133,https://farm5.staticflickr.com/4894/46006823265_136e95c4a0_n.jpg,67.80425781,61.9224707,70.47536133
84,156,156,car,118.60218849 104.74101932  94.85014787,https://farm8.staticflickr.com/7915/46921173741_428e522090_n.jpg,118.60218849,104.74101932,94.85014787
85,157,157,car,103.2930205   98.61827681  84.69826498,https://farm5.staticflickr.com/4841/33045690108_e4008254ab_n.jpg,103.2930205,98.61827681,84.69826498
86,158,158,car,123.99876774 120.34244874 115.80275039,https://farm8.staticflickr.com/7849/46921172221_585e17a4ff_n.jpg,123.99876774,120.34244874,115.80275039
87,159,159,car,122.65902667 117.9832703  108.22386545,https://farm5.staticflickr.com/4903/31979939787_ea33a73d47_n.jpg,122.65902667,117.9832703,108.22386545
88,160,160,car, 88.03456171 102.59795597  89.53528892,https://farm5.staticflickr.com/4828/46921170611_85fea7871c_n.jpg,88.03456171,102.59795597,89.53528892
89,161,161,car,83.34893555 83.34893555 83.34893555,https://farm8.staticflickr.com/7909/39956460493_4a4624f038_n.jpg,83.34893555,83.34893555,83.34893555
90,162,162,car,87.75925781 79.04427734 78.94865234,https://farm8.staticflickr.com/7897/46868960462_c4c016a0ea_n.jpg,87.75925781,79.04427734,78.94865234
91,164,164,car,114.31821429 116.22742063 100.61644841,https://farm8.staticflickr.com/7892/39956320693_eac218d1f9_n.jpg,114.31821429,116.22742063,100.61644841
92,165,165,car,110.20687302 116.76247033 102.80518196,https://farm8.staticflickr.com/7804/33045682368_3eb5c0b771_n.jpg,110.20687302,116.76247033,102.80518196
93,166,166,car,110.19901367 130.43516602 109.40609375,https://farm8.staticflickr.com/7918/39956319103_a56dbb681e_n.jpg,110.19901367,130.43516602,109.40609375
94,167,167,car,110.71121669 116.70576019 101.01308777,https://farm5.staticflickr.com/4899/39956315353_d47c8afd5d_n.jpg,110.71121669,116.70576019,101.01308777
95,168,168,car,137.6103608  130.69109819 122.38763801,https://farm5.staticflickr.com/4804/39956314553_5132b15f46_n.jpg,137.6103608,130.69109819,122.38763801
96,169,169,car,100.72991916 113.45893139 105.70174487,https://farm5.staticflickr.com/4847/39956313343_12d1188293_n.jpg,100.72991916,113.45893139,105.70174487
97,170,170,car,112.24831427 115.45428825  97.14547516,https://farm5.staticflickr.com/4877/39956310513_f522cde1c6_n.jpg,112.24831427,115.45428825,97.14547516
98,171,171,car,132.83301459 112.44359227 104.42741522,https://farm5.staticflickr.com/4857/39956309173_62715531fd_n.jpg,132.83301459,112.44359227,104.42741522
99,172,172,car,102.79637224 115.28152603 105.2626873 ,https://farm8.staticflickr.com/7867/39956307843_a793d8ed44_n.jpg,102.79637224,115.28152603,105.2626873
100,174,174,car,75.73888127 67.10501567 75.37736089,https://farm8.staticflickr.com/7909/46006811485_176982ff0b_n.jpg,75.73888127,67.10501567,75.37736089
101,177,177,car,122.59120298 123.31674177 122.33636364,https://farm8.staticflickr.com/7908/46868762492_101c34f1b8_n.jpg,122.59120298,123.31674177,122.33636364
102,178,178,car,131.53655273 120.78632812 119.23802734,https://farm8.staticflickr.com/7818/33045527338_92f7937857_n.jpg,131.53655273,120.78632812,119.23802734
103,179,179,car,98.58397461 98.58397461 98.58397461,https://farm8.staticflickr.com/7901/33045513378_f9be1c8feb_n.jpg,98.58397461,98.58397461,98.58397461
104,181,181,car,159.84499023 159.84499023 159.84499023,https://farm5.staticflickr.com/4818/46196086934_06ee91c3fb_n.jpg,159.84499023,159.84499023,159.84499023
105,182,182,car,113.93381658 108.27156357 104.24930198,https://farm5.staticflickr.com/4822/46006552605_b99aa4a1ce_n.jpg,113.93381658,108.27156357,104.24930198
106,185,185,car,163.04233044 161.59459779 154.26978509,https://farm5.staticflickr.com/4864/46920706701_b0fa2fab75_n.jpg,163.04233044,161.59459779,154.26978509
107,186,186,car,205.20871659 112.49709119 119.92012579,https://farm8.staticflickr.com/7854/46920571931_ec00eb872b_n.jpg,205.20871659,112.49709119,119.92012579
108,187,187,car,26.29669811 60.11272602 92.59568593,https://farm5.staticflickr.com/4870/46195720634_f0a20fe459_n.jpg,26.29669811,60.11272602,92.59568593
109,188,188,car,193.09415291 177.19892885  47.73152516,https://farm8.staticflickr.com/7870/46195720564_24bd35ebd9_n.jpg,193.09415291,177.19892885,47.73152516
110,189,189,car,126.75665291  55.4319772   66.62712264,https://farm5.staticflickr.com/4824/46920571851_a5b15dd22e_n.jpg,126.75665291,55.4319772,66.62712264
111,190,190,car,36.41246094 47.83897461 49.03753906,https://farm8.staticflickr.com/7896/33045497278_cd402f0eb6_n.jpg,36.41246094,47.83897461,49.03753906
112,191,191,car,147.31018555 132.68476563 114.31191406,https://farm8.staticflickr.com/7900/31979535557_05bb41837a_n.jpg,147.31018555,132.68476563,114.31191406
113,192,192,car,139.87259766 129.14633789 130.59189453,https://farm8.staticflickr.com/7901/46868468272_4057b844c8_n.jpg,139.87259766,129.14633789,130.59189453
114,193,193,car,82.5928125  82.90438477 84.64519531,https://farm8.staticflickr.com/7875/46006302075_0e06db3cf0_n.jpg,82.5928125,82.90438477,84.64519531
115,194,194,car,162.72687286 160.21139769 142.52849957,https://farm8.staticflickr.com/7808/31979447497_0407deb4a2_n.jpg,162.72687286,160.21139769,142.52849957
116,195,195,car,159.40209316 138.62065645 128.66090802,https://farm8.staticflickr.com/7818/31979444177_e4b6f80bfb_n.jpg,159.40209316,138.62065645,128.66090802
117,196,196,car,150.66622596 157.83631811 155.96075721,https://farm8.staticflickr.com/7866/46195792244_bdaa2bdca6_n.jpg,150.66622596,157.83631811,155.96075721
118,197,197,car,157.47813545 152.5489862  140.65808946,https://farm8.staticflickr.com/7872/31979440997_7c2193b326_n.jpg,157.47813545,152.5489862,140.65808946
119,198,198,car, 88.91192053 100.59311879 108.27556912,https://farm5.staticflickr.com/4898/46868182002_02233e9569_n.jpg,88.91192053,100.59311879,108.27556912
120,200,200,car,112.89338867 101.97536133  94.135     ,https://farm8.staticflickr.com/7834/33044320788_6f3d241ecd_n.jpg,112.89338867,101.97536133,94.135
121,201,201,car,105.50252743  95.87098354  84.45669083,https://farm8.staticflickr.com/7856/46920432821_5707f9ae0f_n.jpg,105.50252743,95.87098354,84.45669083
122,202,202,car,123.27989258 141.59368164 158.32581055,https://farm5.staticflickr.com/4885/46868146292_bf8bcca00b_n.jpg,123.27989258,141.59368164,158.32581055
123,203,203,car,61.12679687 52.7446875  49.72607422,https://farm8.staticflickr.com/7869/39955531573_b2e453d1b8_n.jpg,61.12679687,52.7446875,49.72607422
124,206,206,car,175.9572667  169.7791845  158.77535317,https://farm5.staticflickr.com/4865/46005883545_66efd7a5ed_n.jpg,175.9572667,169.7791845,158.77535317
125,207,207,car, 82.62636719  94.33357422 109.30143555,https://farm5.staticflickr.com/4864/39955461103_1e9d0da1f6_n.jpg,82.62636719,94.33357422,109.30143555
126,208,208,car,152.63468254 134.2610119  148.59108135,https://farm5.staticflickr.com/4877/46920142111_9535472272_n.jpg,152.63468254,134.2610119,148.59108135
127,209,209,car, 92.93859375 101.18942383  93.59759766,https://farm8.staticflickr.com/7810/46005679945_ab00b16674_n.jpg,92.93859375,101.18942383,93.59759766
128,210,210,car,124.53100586 129.50342773 131.30117187,https://farm5.staticflickr.com/4896/46195186644_a838d95d94_n.jpg,124.53100586,129.50342773,131.30117187
129,211,211,car,109.31095219 101.40305643 100.72510776,https://farm5.staticflickr.com/4854/46920351691_bf159456e7_n.jpg,109.31095219,101.40305643,100.72510776
130,213,213,car,111.09311007  94.3981122   97.21839804,https://farm5.staticflickr.com/4860/39955244723_0b2c13e7ff_n.jpg,111.09311007,94.3981122,97.21839804
131,214,214,car,132.55432617 127.3169043  130.23772461,https://farm8.staticflickr.com/7845/39955161703_159d31b4a6_n.jpg,132.55432617,127.3169043,130.23772461
132,215,215,car,229.53212891 216.03174805 183.28649414,https://farm5.staticflickr.com/4843/46867729122_4b57e44fb0_n.jpg,229.53212891,216.03174805,183.28649414
133,216,216,car,87.07422852 76.5069043  60.00131836,https://farm5.staticflickr.com/4816/39955070753_3d8041f173_n.jpg,87.07422852,76.5069043,60.00131836
134,217,217,car,155.88754883 151.12166992 133.67207031,https://farm8.staticflickr.com/7884/39955038383_61802c5a27_n.jpg,155.88754883,151.12166992,133.67207031
135,218,218,car,168.20374023 161.46072266 165.42533203,https://farm8.staticflickr.com/7914/33044391968_23d757be80_n.jpg,168.20374023,161.46072266,165.42533203
136,219,219,car,104.82041992 103.73744141 101.15768555,https://farm8.staticflickr.com/7922/33044281988_9e54fcf14a_n.jpg,104.82041992,103.73744141,101.15768555
137,223,223,car,124.09491211 120.97444336 118.20692383,https://farm5.staticflickr.com/4803/46005167475_09b0dee6e1_n.jpg,124.09491211,120.97444336,118.20692383
138,226,226,car,122.13790165 122.13790165 122.13790165,https://farm8.staticflickr.com/7920/46919529231_836b34acd8_n.jpg,122.13790165,122.13790165,122.13790165
139,227,227,car,102.88125 102.88125 102.88125,https://farm5.staticflickr.com/4878/33044108178_fd48716732_n.jpg,102.88125,102.88125,102.88125
140,228,228,car,129.3646339 129.3646339 129.3646339,https://farm8.staticflickr.com/7801/39954698473_f29f9b6985_n.jpg,129.3646339,129.3646339,129.3646339
141,229,229,car,142.58792524 142.58792524 142.58792524,https://farm8.staticflickr.com/7809/33044107768_a599284042_n.jpg,142.58792524,142.58792524,142.58792524
142,230,230,car,96.91678571 96.91678571 96.91678571,https://farm8.staticflickr.com/7879/31978287417_c54201d302_n.jpg,96.91678571,96.91678571,96.91678571
143,231,231,car,113.97865079 113.97865079 113.97865079,https://farm5.staticflickr.com/4805/39954698503_5ec52b3dae_n.jpg,113.97865079,113.97865079,113.97865079
144,232,232,car,170.0047168  131.49956055 101.26400391,https://farm8.staticflickr.com/7866/46867297172_37dd782c1b_n.jpg,170.0047168,131.49956055,101.26400391
145,233,233,car,102.54066431 102.54066431 102.54066431,https://farm8.staticflickr.com/7908/46919398421_52556b2450_n.jpg,102.54066431,102.54066431,102.54066431
146,234,234,car,105.32321289  90.65476562  88.680625  ,https://farm8.staticflickr.com/7920/46004991865_77dc4082cb_n.jpg,105.32321289,90.65476562,88.680625
147,235,235,car,117.73816667 113.63042708 109.34485417,https://farm5.staticflickr.com/4875/46867091272_9e2766d6d4_n.jpg,117.73816667,113.63042708,109.34485417
148,236,236,car,99.20350586 74.13401367 35.11919922,https://farm5.staticflickr.com/4855/33043668078_1a42853d6a_n.jpg,99.20350586,74.13401367,35.11919922
149,237,237,car,77.05522461 69.26176758 57.72912109,https://farm8.staticflickr.com/7906/33043668178_ef135c0d97_n.jpg,77.05522461,69.26176758,57.72912109
150,238,238,car,105.65158203  79.73186523  38.52504883,https://farm5.staticflickr.com/4910/31977844557_da43f217cc_n.jpg,105.65158203,79.73186523,38.52504883
151,239,239,car,97.79768555 69.85654297 24.77621094,https://farm5.staticflickr.com/4825/33043667918_4994926a2b_n.jpg,97.79768555,69.85654297,24.77621094
152,240,240,car,67.65292969 59.52612305 73.81425781,https://farm8.staticflickr.com/7914/31978093627_dc685d8c65_n.jpg,67.65292969,59.52612305,73.81425781
153,242,242,car,125.08311867 116.31746199 102.46578336,https://farm8.staticflickr.com/7879/46867004302_28d57c5c27_n.jpg,125.08311867,116.31746199,102.46578336
154,243,243,car,115.59039315 121.90847782 120.58043347,https://farm8.staticflickr.com/7800/39954381113_95fe3ec145_n.jpg,115.59039315,121.90847782,120.58043347
155,244,244,car,50.78314453 46.52607422 67.41364258,https://farm8.staticflickr.com/7835/46919174161_41365811af_n.jpg,50.78314453,46.52607422,67.41364258
156,247,247,car,156.7503418  152.49292969 145.41996094,https://farm5.staticflickr.com/4844/31977885507_36af3741ce_n.jpg,156.7503418,152.49292969,145.41996094
157,248,248,car,132.82501953 133.59106445 127.08669922,https://farm8.staticflickr.com/7824/31977885107_3a3859c315_n.jpg,132.82501953,133.59106445,127.08669922
158,252,252,car,146.40300781 128.29135742 117.97523437,https://farm8.staticflickr.com/7813/46918877371_7b1ee3a7c8_n.jpg,146.40300781,128.29135742,117.97523437
159,253,253,car,113.43765674 114.17226685 113.50784679,https://farm8.staticflickr.com/7805/39954084613_184dfe79b8_n.jpg,113.43765674,114.17226685,113.50784679
160,254,254,car,150.5630957  160.09359375 163.3956543 ,https://farm5.staticflickr.com/4912/46866541502_8fff7103aa_n.jpg,150.5630957,160.09359375,163.3956543
161,255,255,car,123.13216233 113.28872693 111.46169253,https://farm8.staticflickr.com/7845/33043401598_77b4b0ac85_n.jpg,123.13216233,113.28872693,111.46169253
162,256,256,car,155.46394531 128.66264648 130.97329102,https://farm8.staticflickr.com/7816/31977658127_dff6c7b8ca_n.jpg,155.46394531,128.66264648,130.97329102
163,257,257,car, 96.42521875 111.29794792 114.64733333,https://farm5.staticflickr.com/4852/39954049803_74089c038a_n.jpg,96.42521875,111.29794792,114.64733333
164,258,258,car,123.13216233 113.28872693 111.46169253,https://farm8.staticflickr.com/7845/33043401598_77b4b0ac85_n.jpg,123.13216233,113.28872693,111.46169253
165,261,261,car,123.84161133 125.76704102 103.49711914,https://farm5.staticflickr.com/4862/46193919274_2a42855fe3_n.jpg,123.84161133,125.76704102,103.49711914
166,262,262,car,145.77484427 135.35826412 159.69778862,https://farm5.staticflickr.com/4854/39953952653_60fee1c2b2_n.jpg,145.77484427,135.35826412,159.69778862
167,263,263,car,90.48763672 95.08362305 81.61443359,https://farm5.staticflickr.com/4868/39953945053_cfdd3701f2_n.jpg,90.48763672,95.08362305,81.61443359
168,264,264,car,114.92623047 124.3428125  143.30118164,https://farm8.staticflickr.com/7919/46918635481_8fb23a0a71_n.jpg,114.92623047,124.3428125,143.30118164
169,266,266,car,98.2069234  96.762258   97.18465909,https://farm8.staticflickr.com/7865/46193879934_9fbd5ecf81_n.jpg,98.2069234,96.762258,97.18465909
170,267,267,car, 96.47694113  99.58756399 106.46295862,https://farm8.staticflickr.com/7875/46866580542_414b16d7ac_n.jpg,96.47694113,99.58756399,106.46295862
171,268,268,car,140.21972656 141.87845703 142.43883789,https://farm5.staticflickr.com/4828/31977429277_26e6f63a44_n.jpg,140.21972656,141.87845703,142.43883789
172,269,269,car,117.27412623 140.02097039 147.76486431,https://farm8.staticflickr.com/7891/46193772584_cde1981c52_n.jpg,117.27412623,140.02097039,147.76486431
